Period,Pond,MeasuredDate,Serial,Julian,Temp
Contemporary,PP,,,80,6
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,5.87
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,5.92
Contemporary,PP,,,80,5.96
Contemporary,PP,,,80,6
Contemporary,PP,,,80,6
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.13
Contemporary,PP,,,80,6.13
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.13
Contemporary,PP,,,80,6.22
Contemporary,PP,,,80,6.22
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.22
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.22
Contemporary,PP,,,80,6.22
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.13
Contemporary,PP,,,80,6.17
Contemporary,PP,,,80,6.09
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.09
Contemporary,PP,,,80,6.09
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.09
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.09
Contemporary,PP,,,80,6.05
Contemporary,PP,,,80,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.05
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.13
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.13
Contemporary,PP,,,81,6.13
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.05
Contemporary,PP,,,81,6.09
Contemporary,PP,,,81,6.13
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.3
Contemporary,PP,,,81,6.3
Contemporary,PP,,,81,6.26
Contemporary,PP,,,81,6.3
Contemporary,PP,,,81,6.35
Contemporary,PP,,,81,6.35
Contemporary,PP,,,81,6.39
Contemporary,PP,,,81,6.43
Contemporary,PP,,,81,6.39
Contemporary,PP,,,81,6.35
Contemporary,PP,,,81,6.35
Contemporary,PP,,,81,6.35
Contemporary,PP,,,81,6.3
Contemporary,PP,,,81,6.26
Contemporary,PP,,,81,6.26
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.26
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.17
Contemporary,PP,,,81,6.17
Contemporary,PP,,,81,6.17
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.17
Contemporary,PP,,,81,6.22
Contemporary,PP,,,81,6.22
Contemporary,PP,,,82,6.22
Contemporary,PP,,,82,6.17
Contemporary,PP,,,82,6.22
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.22
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.22
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.3
Contemporary,PP,,,82,6.3
Contemporary,PP,,,82,6.26
Contemporary,PP,,,82,6.35
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.52
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.52
Contemporary,PP,,,82,6.52
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.48
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.43
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.35
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.35
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.35
Contemporary,PP,,,82,6.39
Contemporary,PP,,,82,6.39
Contemporary,PP,,,83,6.39
Contemporary,PP,,,83,6.39
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.39
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.39
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.39
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.43
Contemporary,PP,,,83,6.48
Contemporary,PP,,,83,6.48
Contemporary,PP,,,83,6.48
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.69
Contemporary,PP,,,83,6.65
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.6
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.48
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.52
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.56
Contemporary,PP,,,83,6.52
Contemporary,PP,,,84,6.52
Contemporary,PP,,,84,6.48
Contemporary,PP,,,84,6.52
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.6
Contemporary,PP,,,84,6.69
Contemporary,PP,,,84,6.69
Contemporary,PP,,,84,6.78
Contemporary,PP,,,84,6.82
Contemporary,PP,,,84,6.69
Contemporary,PP,,,84,6.82
Contemporary,PP,,,84,6.9
Contemporary,PP,,,84,6.9
Contemporary,PP,,,84,7.03
Contemporary,PP,,,84,6.95
Contemporary,PP,,,84,6.86
Contemporary,PP,,,84,7.03
Contemporary,PP,,,84,6.99
Contemporary,PP,,,84,6.86
Contemporary,PP,,,84,6.82
Contemporary,PP,,,84,6.69
Contemporary,PP,,,84,6.73
Contemporary,PP,,,84,6.82
Contemporary,PP,,,84,6.9
Contemporary,PP,,,84,6.86
Contemporary,PP,,,84,6.82
Contemporary,PP,,,84,6.86
Contemporary,PP,,,84,6.73
Contemporary,PP,,,84,6.95
Contemporary,PP,,,84,6.69
Contemporary,PP,,,84,6.65
Contemporary,PP,,,84,6.73
Contemporary,PP,,,84,6.56
Contemporary,PP,,,84,6.69
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.9
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.73
Contemporary,PP,,,85,6.73
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.73
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.69
Contemporary,PP,,,85,6.65
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.73
Contemporary,PP,,,85,6.65
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.65
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.99
Contemporary,PP,,,85,6.99
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,7.08
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,6.86
Contemporary,PP,,,85,7.03
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.78
Contemporary,PP,,,85,6.82
Contemporary,PP,,,85,6.9
Contemporary,PP,,,85,6.95
Contemporary,PP,,,85,6.99
Contemporary,PP,,,85,6.99
Contemporary,PP,,,85,6.9
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.82
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.86
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.9
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.99
Contemporary,PP,,,86,7.03
Contemporary,PP,,,86,7.08
Contemporary,PP,,,86,7.03
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.08
Contemporary,PP,,,86,7.08
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.08
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.03
Contemporary,PP,,,86,6.99
Contemporary,PP,,,86,6.99
Contemporary,PP,,,86,7.03
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.16
Contemporary,PP,,,86,7.16
Contemporary,PP,,,86,7.08
Contemporary,PP,,,86,7.16
Contemporary,PP,,,86,7.16
Contemporary,PP,,,86,7.16
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,7.25
Contemporary,PP,,,86,7.12
Contemporary,PP,,,86,6.95
Contemporary,PP,,,86,6.9
Contemporary,PP,,,87,6.99
Contemporary,PP,,,87,6.99
Contemporary,PP,,,87,7.08
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.12
Contemporary,PP,,,87,7.08
Contemporary,PP,,,87,7.08
Contemporary,PP,,,87,7.12
Contemporary,PP,,,87,7.03
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.12
Contemporary,PP,,,87,7.08
Contemporary,PP,,,87,7.03
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.12
Contemporary,PP,,,87,7.2
Contemporary,PP,,,87,7.2
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.2
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.25
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.25
Contemporary,PP,,,87,7.38
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.16
Contemporary,PP,,,87,7.2
Contemporary,PP,,,87,7.42
Contemporary,PP,,,87,7.42
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.25
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.2
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.33
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.33
Contemporary,PP,,,87,7.33
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.29
Contemporary,PP,,,87,7.12
Contemporary,PP,,,88,7.08
Contemporary,PP,,,88,6.95
Contemporary,PP,,,88,6.99
Contemporary,PP,,,88,6.9
Contemporary,PP,,,88,6.95
Contemporary,PP,,,88,6.86
Contemporary,PP,,,88,6.9
Contemporary,PP,,,88,6.9
Contemporary,PP,,,88,6.78
Contemporary,PP,,,88,6.69
Contemporary,PP,,,88,6.65
Contemporary,PP,,,88,6.65
Contemporary,PP,,,88,6.65
Contemporary,PP,,,88,6.65
Contemporary,PP,,,88,6.48
Contemporary,PP,,,88,6.48
Contemporary,PP,,,88,6.43
Contemporary,PP,,,88,6.48
Contemporary,PP,,,88,6.43
Contemporary,PP,,,88,6.48
Contemporary,PP,,,88,6.43
Contemporary,PP,,,88,6.52
Contemporary,PP,,,88,6.56
Contemporary,PP,,,88,6.69
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.73
Contemporary,PP,,,88,6.73
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.86
Contemporary,PP,,,88,6.86
Contemporary,PP,,,88,6.9
Contemporary,PP,,,88,6.86
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.95
Contemporary,PP,,,88,6.9
Contemporary,PP,,,88,6.86
Contemporary,PP,,,88,6.78
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.73
Contemporary,PP,,,88,6.82
Contemporary,PP,,,88,6.78
Contemporary,PP,,,88,6.73
Contemporary,PP,,,88,6.73
Contemporary,PP,,,88,6.78
Contemporary,PP,,,88,6.82
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.86
Contemporary,PP,,,89,6.82
Contemporary,PP,,,89,6.82
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.73
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.82
Contemporary,PP,,,89,6.78
Contemporary,PP,,,89,6.86
Contemporary,PP,,,89,6.82
Contemporary,PP,,,89,6.86
Contemporary,PP,,,89,6.9
Contemporary,PP,,,89,7.08
Contemporary,PP,,,89,7.16
Contemporary,PP,,,89,7.29
Contemporary,PP,,,89,7.33
Contemporary,PP,,,89,7.55
Contemporary,PP,,,89,7.63
Contemporary,PP,,,89,7.72
Contemporary,PP,,,89,7.76
Contemporary,PP,,,89,7.93
Contemporary,PP,,,89,7.98
Contemporary,PP,,,89,8.06
Contemporary,PP,,,89,8.11
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.11
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.19
Contemporary,PP,,,89,8.19
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.19
Contemporary,PP,,,89,8.15
Contemporary,PP,,,89,8.19
Contemporary,PP,,,89,8.19
Contemporary,PP,,,90,8.11
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.11
Contemporary,PP,,,90,8.11
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.11
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.11
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.23
Contemporary,PP,,,90,8.28
Contemporary,PP,,,90,8.41
Contemporary,PP,,,90,8.28
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.28
Contemporary,PP,,,90,8.19
Contemporary,PP,,,90,8.58
Contemporary,PP,,,90,8.49
Contemporary,PP,,,90,8.45
Contemporary,PP,,,90,8.36
Contemporary,PP,,,90,8.41
Contemporary,PP,,,90,8.28
Contemporary,PP,,,90,8.32
Contemporary,PP,,,90,8.23
Contemporary,PP,,,90,8.15
Contemporary,PP,,,90,8.19
Contemporary,PP,,,91,8.11
Contemporary,PP,,,91,8.02
Contemporary,PP,,,91,8.11
Contemporary,PP,,,91,7.93
Contemporary,PP,,,91,7.93
Contemporary,PP,,,91,7.85
Contemporary,PP,,,91,7.76
Contemporary,PP,,,91,7.72
Contemporary,PP,,,91,7.68
Contemporary,PP,,,91,7.63
Contemporary,PP,,,91,7.59
Contemporary,PP,,,91,7.55
Contemporary,PP,,,91,7.46
Contemporary,PP,,,91,7.42
Contemporary,PP,,,91,7.33
Contemporary,PP,,,91,7.29
Contemporary,PP,,,91,7.2
Contemporary,PP,,,91,7.33
Contemporary,PP,,,91,7.2
Contemporary,PP,,,91,7.25
Contemporary,PP,,,91,7.33
Contemporary,PP,,,91,7.2
Contemporary,PP,,,91,7.33
Contemporary,PP,,,91,7.42
Contemporary,PP,,,91,7.46
Contemporary,PP,,,91,7.5
Contemporary,PP,,,91,7.63
Contemporary,PP,,,91,7.68
Contemporary,PP,,,91,7.72
Contemporary,PP,,,91,7.85
Contemporary,PP,,,91,8.02
Contemporary,PP,,,91,8.23
Contemporary,PP,,,91,7.63
Contemporary,PP,,,91,8.11
Contemporary,PP,,,91,8.02
Contemporary,PP,,,91,7.98
Contemporary,PP,,,91,7.98
Contemporary,PP,,,91,7.93
Contemporary,PP,,,91,7.89
Contemporary,PP,,,91,7.76
Contemporary,PP,,,91,7.63
Contemporary,PP,,,91,7.63
Contemporary,PP,,,91,7.55
Contemporary,PP,,,91,7.42
Contemporary,PP,,,91,7.42
Contemporary,PP,,,91,7.38
Contemporary,PP,,,91,7.29
Contemporary,PP,,,91,7.33
Contemporary,PP,,,92,7.16
Contemporary,PP,,,92,7.12
Contemporary,PP,,,92,7.12
Contemporary,PP,,,92,7.03
Contemporary,PP,,,92,6.99
Contemporary,PP,,,92,6.99
Contemporary,PP,,,92,6.86
Contemporary,PP,,,92,6.73
Contemporary,PP,,,92,6.73
Contemporary,PP,,,92,6.65
Contemporary,PP,,,92,6.56
Contemporary,PP,,,92,6.52
Contemporary,PP,,,92,6.43
Contemporary,PP,,,92,6.43
Contemporary,PP,,,92,6.35
Contemporary,PP,,,92,6.26
Contemporary,PP,,,92,6.22
Contemporary,PP,,,92,6.3
Contemporary,PP,,,92,6.26
Contemporary,PP,,,92,6.22
Contemporary,PP,,,92,6.3
Contemporary,PP,,,92,6.35
Contemporary,PP,,,92,6.39
Contemporary,PP,,,92,6.43
Contemporary,PP,,,92,6.56
Contemporary,PP,,,92,6.65
Contemporary,PP,,,92,6.73
Contemporary,PP,,,92,6.86
Contemporary,PP,,,92,6.99
Contemporary,PP,,,92,7.12
Contemporary,PP,,,92,7.25
Contemporary,PP,,,92,6.6
Contemporary,PP,,,92,6.56
Contemporary,PP,,,92,6.56
Contemporary,PP,,,92,6.6
Contemporary,PP,,,92,6.6
Contemporary,PP,,,92,6.65
Contemporary,PP,,,92,6.65
Contemporary,PP,,,92,6.69
Contemporary,PP,,,92,6.73
Contemporary,PP,,,92,6.78
Contemporary,PP,,,92,6.78
Contemporary,PP,,,92,6.73
Contemporary,PP,,,92,6.95
Contemporary,PP,,,92,6.99
Contemporary,PP,,,92,7.03
Contemporary,PP,,,92,6.95
Contemporary,PP,,,92,6.86
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.6
Contemporary,PP,,,93,6.78
Contemporary,PP,,,93,6.65
Contemporary,PP,,,93,6.65
Contemporary,PP,,,93,6.69
Contemporary,PP,,,93,6.6
Contemporary,PP,,,93,6.6
Contemporary,PP,,,93,6.48
Contemporary,PP,,,93,6.48
Contemporary,PP,,,93,6.43
Contemporary,PP,,,93,6.43
Contemporary,PP,,,93,6.35
Contemporary,PP,,,93,6.39
Contemporary,PP,,,93,6.26
Contemporary,PP,,,93,6.26
Contemporary,PP,,,93,6.3
Contemporary,PP,,,93,6.22
Contemporary,PP,,,93,6.26
Contemporary,PP,,,93,6.35
Contemporary,PP,,,93,6.26
Contemporary,PP,,,93,6.22
Contemporary,PP,,,93,6.13
Contemporary,PP,,,93,6.26
Contemporary,PP,,,93,6.35
Contemporary,PP,,,93,6.39
Contemporary,PP,,,93,6.43
Contemporary,PP,,,93,6.48
Contemporary,PP,,,93,6.48
Contemporary,PP,,,93,6.56
Contemporary,PP,,,93,6.56
Contemporary,PP,,,93,6.56
Contemporary,PP,,,93,6.65
Contemporary,PP,,,93,6.69
Contemporary,PP,,,93,6.69
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.69
Contemporary,PP,,,93,6.6
Contemporary,PP,,,93,6.69
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.78
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.73
Contemporary,PP,,,93,6.65
Contemporary,PP,,,93,6.65
Contemporary,PP,,,94,6.65
Contemporary,PP,,,94,6.56
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.43
Contemporary,PP,,,94,6.39
Contemporary,PP,,,94,6.35
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.3
Contemporary,PP,,,94,6.26
Contemporary,PP,,,94,6.26
Contemporary,PP,,,94,6.26
Contemporary,PP,,,94,6.22
Contemporary,PP,,,94,6.26
Contemporary,PP,,,94,6.26
Contemporary,PP,,,94,6.22
Contemporary,PP,,,94,6.22
Contemporary,PP,,,94,6.35
Contemporary,PP,,,94,6.43
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.6
Contemporary,PP,,,94,6.73
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.43
Contemporary,PP,,,94,6.39
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.43
Contemporary,PP,,,94,6.56
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.56
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.56
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.43
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.48
Contemporary,PP,,,94,6.52
Contemporary,PP,,,94,6.6
Contemporary,PP,,,94,6.52
Contemporary,PP,,,95,6.48
Contemporary,PP,,,95,6.48
Contemporary,PP,,,95,6.52
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.52
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.52
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.52
Contemporary,PP,,,95,6.48
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.65
Contemporary,PP,,,95,6.65
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.73
Contemporary,PP,,,95,6.73
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.78
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.73
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.6
Contemporary,PP,,,95,6.56
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.69
Contemporary,PP,,,95,6.69
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.69
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.69
Contemporary,PP,,,96,6.69
Contemporary,PP,,,96,6.69
Contemporary,PP,,,96,6.69
Contemporary,PP,,,96,6.65
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.86
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.9
Contemporary,PP,,,96,6.95
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.86
Contemporary,PP,,,96,6.9
Contemporary,PP,,,96,6.9
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.86
Contemporary,PP,,,96,6.86
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.73
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.78
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.82
Contemporary,PP,,,96,6.86
Contemporary,PP,,,96,6.9
Contemporary,PP,,,97,6.9
Contemporary,PP,,,97,6.86
Contemporary,PP,,,97,6.99
Contemporary,PP,,,97,6.86
Contemporary,PP,,,97,6.95
Contemporary,PP,,,97,6.82
Contemporary,PP,,,97,6.82
Contemporary,PP,,,97,6.82
Contemporary,PP,,,97,6.82
